data_iniSE;SE;casos_est;casos_est_min;casos_est_max;casos;p_rt1;p_inc100k;Localidade_id;nivel;id;versao_modelo;Rt;pop;tempmin;umidmax;receptivo;transmissao;nivel_inc;umidmed;umidmin;tempmed;tempmax;casprov;notif_accum_year;Data_Inicio_Semanas;ano;Semana_Epidemiologica;temp_ar;chuva;umidade;chuva_lag_1;temp_lag_1;chuva_lag_2;temp_lag_2;chuva_lag_3;temp_lag_3;chuva_lag_4;temp_lag_4
2025-11-16;202547;3.0;3;3;3;0.38595584;2.7604482;0;1;353470820254720491;2026-02-07;0.80992067;108678;18.1967;88.0363;0;0;0;70.8280571428571;50.2828714285714;22.8876857142857;27.9165714285714;0.0;34935;2025-11-16;2025;47;22.932738095238093;19.6;71.01190476190476;50.8;22.16785714285714;105.0;22.476190476190474;33.4;22.58452380952381;4.2;20.346625766871167
2025-11-09;202546;5.0;5;5;5;0.59734523;4.600747;0;1;353470820254620491;2026-02-07;1.1674901;108678;17.6885714285714;83.8377142857143;0;0;0;68.7792428571429;52.7380571428571;22.4398428571429;27.3738714285714;1.0;34935;2025-11-09;2025;46;22.16785714285714;50.8;70.75;105.0;22.476190476190474;33.4;22.58452380952381;4.2;20.346625766871167;98.8;23.15748502994012
2025-11-02;202545;3.0;3;3;3;0.17295112;2.7604482;0;1;353470820254520491;2026-02-07;0.53492695;108678;19.8814857142857;93.7897285714286;0;0;0;75.9880571428571;59.3091571428571;24.0462428571429;28.4929428571429;1.0;34935;2025-11-02;2025;45;22.476190476190474;105.0;81.95238095238095;33.4;22.58452380952381;4.2;20.346625766871167;98.8;23.15748502994012;48.199999999999996;23.546107784431136
2025-10-26;202544;3.0;3;3;3;0.15547831;2.7604482;0;1;353470820254420491;2026-02-07;0.5135449;108678;19.3093285714286;86.0534857142857;0;0;0;69.7847285714286;52.8012714285714;23.3310428571429;27.6572142857143;2.0;34935;2025-10-26;2025;44;22.58452380952381;33.4;75.14880952380952;4.2;20.346625766871167;98.8;23.15748502994012;48.199999999999996;23.546107784431136;1.2;24.111309523809524
2025-10-19;202543;7.0;7;7;7;0.7509058;6.441046;0;1;353470820254320491;2026-02-07;1.4687573;108678;14.7461571428571;78.6802428571429;0;0;0;55.8330285714286;33.9266142857143;20.1592857142857;26.5058285714286;2.0;34935;2025-10-19;2025;43;20.346625766871167;4.2;58.05521472392638;98.8;23.15748502994012;48.199999999999996;23.546107784431136;1.2;24.111309523809524;9.4;21.244642857142857
2025-10-12;202542;7.0;7;7;7;0.85447365;6.441046;0;1;353470820254220491;2026-02-07;1.8870708;108678;19.7789857142857;88.8118857142857;0;0;0;72.9996571428571;56.0155;23.7020857142857;28.4202428571429;2.0;34935;2025-10-12;2025;42;23.15748502994012;98.8;76.51497005988024;48.199999999999996;23.546107784431136;1.2;24.111309523809524;9.4;21.244642857142857;0.4;23.101785714285715
2025-10-05;202541;4.0;4;4;4;0.5961632;3.6805978;0;1;353470820254120491;2026-02-07;1.1848389;108678;19.3512428571429;72.0900142857143;0;0;0;56.5135714285714;37.6980428571429;24.1556571428571;30.5351;3.0;34935;2025-10-05;2025;41;23.546107784431136;48.199999999999996;61.041916167664674;1.2;24.111309523809524;9.4;21.244642857142857;0.4;23.101785714285715;1.0;22.589880952380952
2025-09-28;202540;4.0;4;4;4;0.54553854;3.6805978;0;1;353470820254020491;2026-02-07;1.0812309;108678;19.3346571428571;77.0855;0;0;0;53.2100428571429;28.0320142857143;25.3688142857143;32.6484285714286;3.0;34935;2025-09-28;2025;40;24.111309523809524;1.2;60.535714285714285;9.4;21.244642857142857;0.4;23.101785714285715;1.0;22.589880952380952;0.0;23.146428571428572
2025-09-21;202539;2.0;2;2;2;0.20417419;1.8402989;0;1;353470820253920491;2026-02-07;0.5211766;108678;16.7019285714286;77.5317428571429;0;0;0;59.8702857142857;41.0689;21.8522857142857;28.0521428571429;1.0;34935;2025-09-21;2025;39;21.244642857142857;9.4;65.9047619047619;0.4;23.101785714285715;1.0;22.589880952380952;0.0;23.146428571428572;0.0;21.18154761904762
2025-09-14;202538;5.0;5;5;5;0.69975555;4.600747;0;1;353470820253820491;2026-02-07;1.4097278;108678;17.2978285714286;76.6233857142857;0;0;0;51.5901;27.1977285714286;23.8196285714286;31.8347571428571;0.0;34935;2025-09-14;2025;38;23.101785714285715;0.4;58.19047619047619;1.0;22.589880952380952;0.0;23.146428571428572;0.0;21.18154761904762;0.0;22.491666666666667
2025-09-07;202537;3.0;3;3;3;0.5637294;2.7604482;0;1;353470820253720491;2026-02-07;1.1336515;108678;16.7556428571429;77.4934428571429;0;0;0;48.7998571428571;24.9246142857143;23.1451285714286;30.6162857142857;0.0;34935;2025-09-07;2025;37;22.589880952380952;1.0;53.93452380952381;0.0;23.146428571428572;0.0;21.18154761904762;0.0;22.491666666666667;0.0;16.008928571428573
2025-08-31;202536;5.0;5;5;5;0.8510879;4.600747;0;1;353470820253620491;2026-02-07;2.1112587;108678;18.0557714285714;71.9183714285714;0;0;0;50.3345285714286;27.7825714285714;23.7928714285714;30.4130571428571;1.0;34935;2025-08-31;2025;36;23.146428571428572;0.0;58.339285714285715;0.0;21.18154761904762;0.0;22.491666666666667;0.0;16.008928571428573;0.0;18.09107142857143
2025-08-24;202535;2.0;2;2;2;0.26765734;1.8402989;0;1;353470820253520491;2026-02-07;0.60416627;108678;16.6872428571429;77.0592;0;0;0;56.9827;35.1123;22.2074714285714;28.5393857142857;0.0;34935;2025-08-24;2025;35;21.18154761904762;0.0;65.27380952380952;0.0;22.491666666666667;0.0;16.008928571428573;0.0;18.09107142857143;13.799999999999999;18.032738095238095
2025-08-17;202534;1.0;1;1;1;0.042290095;0.92014945;0;1;353470820253420491;2026-02-07;0.21912831;108678;17.3363571428571;73.8587428571429;0;0;0;51.5069714285714;28.2795285714286;23.3551571428571;30.5485;0.0;34935;2025-08-17;2025;34;22.491666666666667;0.0;59.81547619047619;0.0;16.008928571428573;0.0;18.09107142857143;13.799999999999999;18.032738095238095;0.4;18.008928571428573
2025-08-10;202533;4.0;4;4;4;0.31619313;3.6805978;0;1;353470820253320491;2026-02-07;0.74082816;108678;10.3131571428571;84.3194142857143;0;0;0;58.2757714285714;31.8276142857143;16.3792285714286;23.8696857142857;1.0;34935;2025-08-10;2025;33;16.008928571428573;0.0;64.03571428571429;0.0;18.09107142857143;13.799999999999999;18.032738095238095;0.4;18.008928571428573;0.0;19.09464285714286
2025-08-03;202532;4.0;4;4;4;0.2792588;3.6805978;0;1;353470820253220491;2026-02-07;0.6964396;108678;14.3315;75.5841142857143;0;0;0;58.7642142857143;37.7804428571429;18.7827;24.1469;1.0;34935;2025-08-03;2025;32;18.09107142857143;0.0;66.30952380952381;13.799999999999999;18.032738095238095;0.4;18.008928571428573;0.0;19.09464285714286;0.0;17.008333333333333
2025-07-27;202531;7.0;7;7;7;0.59369373;6.441046;0;1;353470820253120491;2026-02-07;1.1350577;108678;13.0478;76.1760285714286;0;0;0;54.6705714285714;29.6733285714286;18.4885714285714;25.3688;1.0;34935;2025-07-27;2025;31;18.032738095238095;13.799999999999999;64.36309523809524;0.4;18.008928571428573;0.0;19.09464285714286;0.0;17.008333333333333;0.0;17.035119047619048
2025-07-20;202530;4.0;4;4;4;0.21825507;3.6805978;0;1;353470820253020491;2026-02-07;0.62531924;108678;12.8190714285714;89.0259857142857;0;0;0;65.0075857142857;35.8598428571429;18.4770857142857;25.8068285714286;3.0;34935;2025-07-20;2025;30;18.008928571428573;0.4;71.24404761904762;0.0;19.09464285714286;0.0;17.008333333333333;0.0;17.035119047619048;47.0;17.531547619047622
2025-07-13;202529;8.0;8;8;8;0.54533136;7.3611956;0;1;353470820252920491;2026-02-07;1.0578183;108678;14.0662;78.6234857142857;0;0;0;58.7437714285714;36.7891571428571;18.6859857142857;24.4082857142857;3.0;34935;2025-07-13;2025;29;19.09464285714286;0.0;61.095238095238095;0.0;17.008333333333333;0.0;17.035119047619048;47.0;17.531547619047622;11.0;19.651785714285715
