data_iniSE;SE;casos_est;casos_est_min;casos_est_max;casos;p_rt1;p_inc100k;Localidade_id;nivel;id;versao_modelo;Rt;pop;tempmin;umidmax;receptivo;transmissao;nivel_inc;umidmed;umidmin;tempmed;tempmax;casprov;notif_accum_year;Data_Inicio_Semanas;ano;Semana_Epidemiologica;temp_ar;chuva;umidade;chuva_lag_1;temp_lag_1;chuva_lag_2;temp_lag_2;chuva_lag_3;temp_lag_3;chuva_lag_4;temp_lag_4
2023-05-21;202321;88.0;88;88;88;4.6555064e-07;80.97315;0;4;353470820232119870;2024-05-27;0.5322849;108678;17.7;74.356334;0;0;2;57.5893522;42.891706;22.3722222;26.0;78.0;34935;2023-05-21;2023;21;20.54285714285714;0.2;69.11904761904762;0.2;17.566;0.0;;0.0;;0.0;
2023-05-14;202320;139.0;139;139;139;0.02699434;127.90077;0;4;353470820232019863;2024-05-20;0.8036794;108678;14.5263157894737;82.6265105263158;0;0;2;66.1802672631579;51.5983435789474;19.4298250526316;23.4210526315789;127.0;34935;2023-05-14;2023;20;17.566;0.2;77.48;0.0;;0.0;;0.0;;0.0;
2023-05-07;202319;185.0;185;185;185;0.6477764;170.22765;0;4;353470820231919856;2024-05-13;1.040591;108678;21.25;77.7887576666667;0;0;2;72.2065970833333;66.8340261666667;22.6574076666667;23.8333333333333;167.0;34935;2023-05-07;2023;19;;0.0;;0.0;;0.0;;0.0;;0.0;
2023-04-30;202318;184.0;184;184;184;0.2915913;169.3075;0;4;353470820231819849;2024-05-06;0.94521016;108678;23.2727272727273;68.4596385454545;0;0;2;66.4633978181818;64.0099483636364;23.7121214545455;24.2727272727273;165.0;34935;2023-04-30;2023;18;;0.0;;0.0;;0.0;;0.0;;0.0;
2023-04-23;202317;140.0;140;140;140;0.00037251704;128.82092;0;4;353470820231719842;2024-04-29;0.69262487;108678;17.75;94.0012533333333;0;0;2;76.6838976666667;61.2175981666667;22.0601848333333;25.6666666666667;128.0;34935;2023-04-23;2023;17;;0.0;;0.0;;0.0;;0.0;;0.0;
2023-04-16;202316;232.0;232;232;232;0.8722057;213.47467;0;4;353470820231619835;2024-04-22;1.1144402;108678;18.4285714285714;90.0211742857143;0;0;2;69.0392495714286;53.5263998571429;23.1984128571429;27.2857142857143;215.0;34935;2023-04-16;2023;16;;0.0;;0.0;;0.0;;0.0;;0.0;
2023-04-09;202315;192.0;192;192;192;0.09001335;176.66869;0;4;353470820231519828;2024-04-15;0.8761241;108678;19.5714285714286;94.99586;0;0;2;76.506085;61.2133775714286;24.3730162857143;28.5714285714286;177.0;34935;2023-04-09;2023;15;;0.0;;0.0;;0.0;;0.0;;0.0;
2023-04-02;202314;200.0;200;200;200;0.31156635;184.02989;0;4;353470820231419821;2024-04-08;0.9526574;108678;19.4285714285714;88.58158;0;0;2;68.1594232857143;51.5090791428571;25.2389308571429;29.5714285714286;151.0;34935;2023-04-02;2023;14;;0.0;;0.0;;0.0;;0.0;;0.0;
2023-03-26;202313;228.0;228;228;228;0.9980473;209.79407;0;4;353470820231319815;2024-04-02;1.3368402;108678;24.0;81.7274286363636;0;1;2;69.18151;60.8842143181818;27.1161618636364;29.2727272727273;150.0;34935;2023-03-26;2023;13;;0.0;;0.0;;0.0;;0.0;;0.0;
2023-03-19;202312;251.0;251;251;251;1.0;230.9575;0;4;353470820231219809;2024-03-27;1.899534;108678;21.6190476190476;87.9780780952381;0;1;2;66.8799954285714;53.1011872857143;27.4814816190476;31.5714285714286;127.0;34935;2023-03-19;2023;12;;0.0;;0.0;;0.0;;0.0;;0.0;
2023-03-12;202311;150.0;150;150;150;0.9972787;138.02242;0;4;353470820231119801;2024-03-19;1.418649;108678;23.2;88.239309;0;1;2;86.7767476;84.5749555;23.4833336;23.9;75.0;34935;2023-03-12;2023;11;;0.0;;0.0;;0.0;;0.0;;0.0;
2023-03-05;202310;131.0;131;131;131;0.99958533;120.53957;0;4;353470820231019795;2024-03-13;1.5884589;108678;22.625;85.471414;0;1;2;81.680108125;77.888803;23.6875;24.75;75.0;34935;2023-03-05;2023;10;;0.0;;0.0;;0.0;;0.0;;0.0;
2023-02-26;202309;103.0;103;103;103;0.99993014;94.77539;0;4;353470820230919787;2024-03-05;1.8545061;108678;26.9166666666667;69.3994714166667;0;1;2;69.01678975;68.6341080833333;27.0416666666667;27.1666666666667;48.0;34935;2023-02-26;2023;9;;0.0;;0.0;;0.0;;0.0;;0.0;
2023-02-19;202308;90.0;90;90;90;0.99999994;82.813446;0;1;353470820230819780;2024-02-27;2.8349373;108678;21.7368421052632;90.0250815789474;0;1;2;76.2795473157895;62.8658273684211;25.4853799473684;28.6315789473684;39.0;34935;2023-02-19;2023;8;;0.0;;0.0;;0.0;;0.0;;0.0;
2023-02-12;202307;55.0;55;55;55;0.999989;50.60822;0;1;353470820230719774;2024-02-21;2.8383663;108678;23.75;86.36184425;0;1;1;85.046726875;83.7316125;24.0625;24.375;33.0;34935;2023-02-12;2023;7;;0.0;;0.0;;0.0;;0.0;;0.0;
2023-02-05;202306;22.0;22;22;22;0.8645211;20.243288;0;1;353470820230619768;2024-02-15;1.4318987;108678;24.0;87.7504962857143;0;0;1;81.3327062857143;75.5425892857143;25.5555552857143;26.8571428571429;10.0;34935;2023-02-05;2023;6;;0.0;;0.0;;0.0;;0.0;;0.0;
2023-01-29;202305;16.0;16;16;16;0.7384447;13.991884;0;1;353470820230519760;2024-02-07;1.2661688;114352;22.2857142857143;92.6606842857143;0;0;1;84.0443242857143;73.1007445714286;24.3571432857143;26.8571428571429;9.0;34935;2023-01-29;2023;5;;0.0;;0.0;;0.0;;0.0;;0.0;25.145833333333332
2023-01-22;202304;16.0;16;16;16;0.85764635;13.991884;0;1;353470820230419752;2024-01-30;1.5108733;114352;25.7142857142857;77.1484355714286;0;0;1;71.6356441428571;66.2191838571429;26.8809522857143;28.1428571428571;5.0;34935;2023-01-22;2023;4;;0.0;;0.0;;0.0;;0.0;25.145833333333332;;
2023-01-15;202303;15.0;15;15;15;0.82536465;13.117392;0;1;353470820230319748;2024-01-26;1.4456545;114352;24.4285714285714;85.4226485714286;0;0;1;76.5671871428571;68.1079167142857;26.2857138571429;28.2857142857143;2.0;34935;2023-01-15;2023;3;;0.0;;0.0;;0.0;25.145833333333332;;;;
2023-01-08;202302;4.0;4;4;4;0.12312562;3.497971;0;1;353470820230219748;2024-01-26;0.5125154;114352;21.0;92.7059421428571;0;0;0;84.0021988571429;73.3399714285714;23.6269847142857;26.4285714285714;1.0;34935;2023-01-08;2023;2;;0.0;;0.0;25.145833333333332;;;;;;
2023-01-01;202301;17.0;17;17;17;0.9975372;14.866378;0;1;353470820230119741;2024-01-19;3.689287;114352;20.4285714285714;90.0339842857143;0;1;1;76.6718765714286;65.9945964285714;23.9047615714286;27.0;4.0;34935;2023-01-01;2023;1;25.145833333333332;0.0;61.958333333333336;;;;;;;;
2022-12-25;202252;7.0;7;7;7;0.7784129;6.1214495;0;1;353470820225219734;2024-01-12;1.5542115;114352;21.0;92.1871533333333;0;0;1;84.44354;72.8647026666667;22.97963;25.3333333333333;4.0;34935;2022-12-25;2022;52;23.094240837696336;41.6;84.3076923076923;100.4;22.185714285714283;39.4;23.382142857142856;63.0;24.326190476190476;97.6;22.64702380952381
2022-12-18;202251;2.0;2;2;2;0.04647632;1.7489855;0;1;353470820225119718;2023-12-27;0.30684966;114352;19.5;82.988041;0;0;0;72.52403;60.71909;23.968253;27.5;5.0;34935;2022-12-18;2022;51;22.185714285714283;100.4;75.01333333333334;39.4;23.382142857142856;63.0;24.326190476190476;97.6;22.64702380952381;3.8;23.378571428571426
2022-12-11;202250;3.0;3;3;3;0.07196132;2.6234784;0;1;353470820225019718;2023-12-27;0.40258583;114352;20.8333333333333;89.67934;0;0;0;73.0497286666667;59.2932088333333;25.2407408333333;28.8333333333333;5.0;34935;2022-12-11;2022;50;23.382142857142856;39.4;72.26829268292683;63.0;24.326190476190476;97.6;22.64702380952381;3.8;23.378571428571426;13.0;23.692857142857143
2022-12-04;202249;8.0;8;8;8;0.5830214;6.995942;0;1;353470820224919708;2023-12-17;1.1103389;114352;22.2857142857143;88.8670194285714;0;0;1;71.5338058571429;56.6565931428571;26.7238097142857;30.4285714285714;6.0;34935;2022-12-04;2022;49;24.326190476190476;63.0;73.89795918367346;97.6;22.64702380952381;3.8;23.378571428571426;13.0;23.692857142857143;0.0;21.629761904761907
2022-11-27;202248;9.0;9;9;9;0.7278017;7.870435;0;1;353470820224819685;2023-11-24;1.3495867;114352;19.7142857142857;91.6442057142857;0;0;1;74.5307937142857;58.1913368571429;24.4206351428571;28.7142857142857;3.0;34935;2022-11-27;2022;48;22.64702380952381;97.6;76.59633027522936;3.8;23.378571428571426;13.0;23.692857142857143;0.0;21.629761904761907;15.2;19.10535714285714
2022-11-20;202247;5.0;5;5;5;0.44875732;4.372464;0;1;353470820224719685;2023-11-24;0.92612207;114352;19.7142857142857;85.2892001428571;0;0;0;65.3695525714286;49.5774832857143;25.015873;29.4285714285714;1.0;34935;2022-11-20;2022;47;23.378571428571426;3.8;71.73291925465838;13.0;23.692857142857143;0.0;21.629761904761907;15.2;19.10535714285714;6.4;24.285119047619048
2022-11-13;202246;10.0;10;10;10;0.864411;8.744928;0;1;353470820224619685;2023-11-24;1.7320244;114352;19.0;78.5952362857143;0;0;1;57.1824518571429;42.6053215714286;25.5198414285714;29.8571428571429;2.0;34935;2022-11-13;2022;46;23.692857142857143;13.0;59.62420382165605;0.0;21.629761904761907;15.2;19.10535714285714;6.4;24.285119047619048;25.2;22.59107142857143
2022-11-06;202245;3.0;3;3;3;0.047195427;2.6234784;0;1;353470820224519685;2023-11-24;0.361883;114352;16.4285714285714;77.4893714285714;0;0;0;53.3242257142857;38.7669941428571;23.7355895714286;28.5714285714286;2.0;34935;2022-11-06;2022;45;21.629761904761907;0.0;58.852760736196316;15.2;19.10535714285714;6.4;24.285119047619048;25.2;22.59107142857143;7.2;22.573809523809523
2022-10-30;202244;4.0;4;4;4;0.04895386;3.497971;0;1;353470820224419685;2023-11-24;0.40513805;114352;15.7142857142857;85.793083;0;0;0;65.5033111428571;49.5806207142857;21.1599518571429;25.8571428571429;3.0;34935;2022-10-30;2022;44;19.10535714285714;15.2;71.75172413793103;6.4;24.285119047619048;25.2;22.59107142857143;7.2;22.573809523809523;26.0;21.66904761904762
2022-10-23;202243;9.0;9;9;9;0.44240758;7.870435;0;1;353470820224319685;2023-11-24;0.93642676;114352;19.5714285714286;79.5969542857143;0;0;1;55.7250128571429;38.793286;26.3888887142857;31.1428571428571;1.0;34935;2022-10-23;2022;43;24.285119047619048;6.4;62.642857142857146;25.2;22.59107142857143;7.2;22.573809523809523;26.0;21.66904761904762;30.6;17.96666666666667
2022-10-16;202242;13.0;13;13;13;0.7084761;11.368406;0;1;353470820224219685;2023-11-24;1.2506177;114352;19.8571428571429;86.9271037142857;0;0;1;67.9436822857143;49.4859155714286;24.7619981428571;29.2857142857143;0.0;34935;2022-10-16;2022;42;22.59107142857143;25.2;76.95364238410596;7.2;22.573809523809523;26.0;21.66904761904762;30.6;17.96666666666667;20.2;18.942857142857143
2022-10-09;202241;7.0;7;7;7;0.091989785;6.1214495;0;1;353470820224119685;2023-11-24;0.5497892;114352;20.5714285714286;79.9113057142857;0;0;1;64.8609608571429;49.122456;25.0;29.2857142857143;0.0;34935;2022-10-09;2022;41;22.573809523809523;7.2;75.24242424242425;26.0;21.66904761904762;30.6;17.96666666666667;20.2;18.942857142857143;18.8;18.845238095238095
2022-10-02;202240;10.0;10;10;10;0.117208175;8.744928;0;1;353470820224019685;2023-11-24;0.62775975;114352;17.8571428571429;89.1157277142857;0;0;1;65.147851;47.6579414285714;23.5857141428571;28.1428571428571;2.0;34935;2022-10-02;2022;40;21.66904761904762;26.0;73.29605263157895;30.6;17.96666666666667;20.2;18.942857142857143;18.8;18.845238095238095;2.8;20.925595238095237
2022-09-25;202239;13.0;13;13;13;0.16888572;11.368406;0;1;353470820223919685;2023-11-24;0.71130407;114352;15.5714285714286;93.9254508571428;0;0;1;78.7975774285714;67.2052307142857;19.3446711428571;22.7142857142857;3.0;34935;2022-09-25;2022;39;17.96666666666667;30.6;82.14285714285714;20.2;18.942857142857143;18.8;18.845238095238095;2.8;20.925595238095237;0.0;20.1
2022-09-18;202238;14.0;14;14;14;0.21727367;12.242899;0;1;353470820223819685;2023-11-24;0.76158726;114352;15.0;82.5854378571429;0;0;1;66.4535871428571;54.3302147142857;19.8958051428571;23.5714285714286;1.0;34935;2022-09-18;2022;38;18.942857142857143;20.2;70.46575342465754;18.8;18.845238095238095;2.8;20.925595238095237;0.0;20.1;2.0;19.419642857142858
2022-09-11;202237;24.0;24;24;24;0.7873427;20.987827;0;1;353470820223719685;2023-11-24;1.2739434;114352;16.7142857142857;82.9551251428571;0;0;1;69.00885;58.9957652857143;20.3809522857143;23.2857142857143;3.0;34935;2022-09-11;2022;37;18.845238095238095;18.8;78.13690476190476;2.8;20.925595238095237;0.0;20.1;2.0;19.419642857142858;3.6;18.59047619047619
2022-09-04;202236;14.0;14;14;14;0.2030481;12.242899;0;1;353470820223619685;2023-11-24;0.74944675;114352;17.8571428571429;72.8876251428571;0;0;1;56.1661312857143;42.8843088571429;23.5476187142857;28.5714285714286;1.0;34935;2022-09-04;2022;36;20.925595238095237;2.8;64.79166666666667;0.0;20.1;2.0;19.419642857142858;3.6;18.59047619047619;21.8;16.66785714285714
2022-08-28;202235;21.0;21;21;21;0.6922081;18.36435;0;1;353470820223519685;2023-11-24;1.1729666;114352;16.1428571428571;68.7927047142857;0;0;1;53.3215312857143;42.431015;21.4253965714286;25.7142857142857;0.0;34935;2022-08-28;2022;35;20.1;0.0;54.773809523809526;2.0;19.419642857142858;3.6;18.59047619047619;21.8;16.66785714285714;0.0;21.170238095238094
2022-08-21;202234;20.0;20;20;20;0.48760235;17.489857;0;1;353470820223419685;2023-11-24;0.99034333;114352;15.8571428571429;79.4170795714286;0;0;1;60.3661607142857;46.34431;21.2097504285714;25.2857142857143;0.0;34935;2022-08-21;2022;34;19.419642857142858;2.0;67.20238095238095;3.6;18.59047619047619;21.8;16.66785714285714;0.0;21.170238095238094;0.0;20.070833333333333
2022-08-14;202233;16.0;16;16;16;0.051883314;13.991884;0;1;353470820223319685;2023-11-24;0.60518754;114352;16.0;76.0647192857143;0;0;1;62.5264072857143;49.3739265714286;20.1240361428571;23.5714285714286;4.0;34935;2022-08-14;2022;33;18.59047619047619;3.6;70.16071428571429;21.8;16.66785714285714;0.0;21.170238095238094;0.0;20.070833333333333;0.0;21.121428571428574
2022-08-07;202232;16.0;16;16;16;0.011258578;13.991884;0;1;353470820223219685;2023-11-24;0.5091119;114352;14.0;92.1855957142857;0;0;1;70.6027601428571;53.6627562857143;18.7857142857143;22.8571428571429;3.0;34935;2022-08-07;2022;32;16.66785714285714;21.8;82.375;0.0;21.170238095238094;0.0;20.070833333333333;0.0;21.121428571428574;1.0;20.250595238095237
2022-07-31;202231;28.0;28;28;28;0.26385766;24.485798;0;1;353470820223119685;2023-11-24;0.8512868;114352;18.0;64.0651302857143;0;0;1;48.9766104285714;39.0383121428571;23.15873;27.2857142857143;7.0;34935;2022-07-31;2022;31;21.170238095238094;0.0;56.625;0.0;20.070833333333333;0.0;21.121428571428574;1.0;20.250595238095237;0.0;20.095238095238095
2022-07-24;202230;36.0;36;36;36;0.5127749;31.48174;0;1;353470820223019685;2023-11-24;1.0075476;114352;18.5714285714286;61.2220231428571;0;0;1;49.0960118571429;38.719663;23.0845598571429;27.4285714285714;13.0;34935;2022-07-24;2022;30;20.070833333333333;0.0;59.583333333333336;0.0;21.121428571428574;1.0;20.250595238095237;0.0;20.095238095238095;0.0;18.404761904761905
2022-07-17;202229;31.0;31;31;31;0.07279159;27.109276;0;1;353470820222919685;2023-11-24;0.71334195;114352;19.5714285714286;70.4343457142857;0;0;1;53.855971;41.2900725714286;24.5238091428571;28.2857142857143;7.0;34935;2022-07-17;2022;29;21.121428571428574;0.0;66.375;1.0;20.250595238095237;0.0;20.095238095238095;0.0;18.404761904761905;1.0;19.301785714285714
2022-07-10;202228;32.0;32;32;32;0.0065232357;27.983768;0;1;353470820222819685;2023-11-24;0.58297276;114352;17.1428571428571;75.8544944285714;0;0;1;59.8242941428571;48.5048625714286;21.6883121428571;25.4285714285714;9.0;34935;2022-07-10;2022;28;20.250595238095237;1.0;65.30357142857143;0.0;20.095238095238095;0.0;18.404761904761905;1.0;19.301785714285714;16.6;16.08452380952381
2022-07-03;202227;43.0;43;43;43;0.019287005;37.60319;0;1;353470820222719685;2023-11-24;0.6690441;114352;17.2857142857143;67.4170328571429;0;0;1;49.8268007142857;37.1815991428571;23.1460321428571;27.5714285714286;8.0;34935;2022-07-03;2022;27;20.095238095238095;0.0;61.541666666666664;0.0;18.404761904761905;1.0;19.301785714285714;16.6;16.08452380952381;5.6;18.70654761904762
2022-06-26;202226;51.0;51;51;51;0.01863595;44.599133;0;1;353470820222619685;2023-11-24;0.687747;114352;15.7142857142857;80.6914042857143;0;0;1;61.8434295714286;44.8279298571429;21.2987012857143;26.2857142857143;19.0;34935;2022-06-26;2022;26;18.404761904761905;0.0;74.81547619047619;1.0;19.301785714285714;16.6;16.08452380952381;5.6;18.70654761904762;59.800000000000004;19.470238095238095
2022-06-19;202225;80.0;80;80;80;0.06413364;69.95943;0;1;353470820222519685;2023-11-24;0.7971534;114352;17.4285714285714;79.2563337142857;0;0;2;63.7185457142857;51.2302408571429;21.7301587142857;25.2857142857143;20.0;34935;2022-06-19;2022;25;19.301785714285714;1.0;74.98214285714286;16.6;16.08452380952381;5.6;18.70654761904762;59.800000000000004;19.470238095238095;0.0;18.535119047619048
2022-06-12;202224;48.0;48;48;48;1.0336576e-10;41.975655;0;1;353470820222419685;2023-11-24;0.36568934;114352;14.2857142857143;77.7329838571429;0;0;1;60.6778641428571;42.9236845714286;18.7158732857143;23.1428571428571;24.0;34935;2022-06-12;2022;24;16.08452380952381;16.6;75.19047619047619;5.6;18.70654761904762;59.800000000000004;19.470238095238095;0.0;18.535119047619048;10.8;13.726785714285715
2022-06-05;202223;100.0;100;100;100;0.00018186677;87.44928;0;4;353470820222319685;2023-11-24;0.63775355;114352;16.8571428571429;90.5158314285714;0;0;2;76.768664;64.4598317142857;20.4206345714286;23.5714285714286;39.0;34935;2022-06-05;2022;23;18.70654761904762;5.6;86.2797619047619;59.800000000000004;19.470238095238095;0.0;18.535119047619048;10.8;13.726785714285715;3.8;19.59464285714286
2022-05-29;202222;149.0;149;149;149;0.0030866826;130.29942;0;4;353470820222219685;2023-11-24;0.7449798;114352;17.7142857142857;88.7151457142857;0;0;2;76.15312;63.5616802857143;21.2936511428571;24.8571428571429;78.0;34935;2022-05-29;2022;22;19.470238095238095;59.800000000000004;82.4342105263158;0.0;18.535119047619048;10.8;13.726785714285715;3.8;19.59464285714286;4.4;19.845238095238095
2022-05-22;202221;142.0;142;142;142;3.149796e-10;124.17798;0;4;353470820222119685;2023-11-24;0.5343783;114352;15.2857142857143;76.9007008571429;0;0;2;51.8730797142857;36.904066;22.1646824285714;27.0;70.0;34935;2022-05-22;2022;21;18.535119047619048;0.0;64.50595238095238;10.8;13.726785714285715;3.8;19.59464285714286;4.4;19.845238095238095;2.6;24.95090909090909
2022-05-15;202220;174.0;174;174;174;1.5935945e-09;152.16174;0;4;353470820222019685;2023-11-24;0.5755374;114352;11.1428571428571;86.8441471428571;0;0;2;66.1646724285714;48.8546692857143;16.0238092857143;19.8571428571429;116.0;34935;2022-05-15;2022;20;13.726785714285715;10.8;79.18452380952381;3.8;19.59464285714286;4.4;19.845238095238095;2.6;24.95090909090909;0.2;24.751612903225805
2022-05-08;202219;276.0;276;276;276;0.5318613;241.36002;0;4;353470820221919685;2023-11-24;1.0068355;114352;16.5714285714286;90.62532;0;0;2;72.7139381428571;58.514314;21.9727894285714;26.4285714285714;175.0;34935;2022-05-08;2022;19;19.59464285714286;3.8;82.26190476190476;4.4;19.845238095238095;2.6;24.95090909090909;0.2;24.751612903225805;6.2;24.585074626865673
2022-05-01;202218;374.0;374;374;374;1.0;327.0603;0;4;353470820221819685;2023-11-24;1.6966834;114352;17.5714285714286;84.1621277142857;0;1;2;66.9173231428571;51.3182082857143;21.9761902857143;26.4285714285714;265.0;34935;2022-05-01;2022;18;19.845238095238095;4.4;77.75;2.6;24.95090909090909;0.2;24.751612903225805;6.2;24.585074626865673;0.0;27.375999999999998
2022-04-24;202217;266.0;266;266;266;0.9999923;232.61508;0;4;353470820221719685;2023-11-24;1.5150932;114352;21.0;78.3331285714286;0;1;2;60.3608251428571;44.6817138571429;26.580952;31.0;173.0;34935;2022-04-24;2022;17;24.95090909090909;2.6;68.06481481481481;0.2;24.751612903225805;6.2;24.585074626865673;0.0;27.375999999999998;0.2;25.502985074626867
2022-04-17;202216;219.0;219;219;219;0.9999502;191.51392;0;4;353470820221619685;2023-11-24;1.5094192;114352;17.1428571428571;84.3299994285714;0;1;2;60.5464625714286;41.6252622857143;23.8230622857143;28.8571428571429;173.0;34935;2022-04-17;2022;16;24.751612903225805;0.2;60.80327868852459;6.2;24.585074626865673;0.0;27.375999999999998;0.2;25.502985074626867;0.0;25.894666666666666
2022-04-10;202215;166.0;166;166;166;0.99642;145.1658;0;4;353470820221519685;2023-11-24;1.376089;114352;19.0;88.3186342857143;0;1;2;71.4537068571429;56.4143721428571;23.2976191428571;27.2857142857143;132.0;34935;2022-04-10;2022;15;24.585074626865673;6.2;69.44067796610169;0.0;27.375999999999998;0.2;25.502985074626867;0.0;25.894666666666666;11.2;26.130000000000003
2022-04-03;202214;144.0;144;144;144;0.99946713;125.92696;0;4;353470820221419685;2023-11-24;1.5349811;114352;20.2857142857143;88.4482328571429;0;1;2;70.6003648571428;55.6792634285714;25.8809527142857;30.5714285714286;87.0;34935;2022-04-03;2022;14;27.375999999999998;0.0;67.31343283582089;0.2;25.502985074626867;0.0;25.894666666666666;11.2;26.130000000000003;25.8;27.397058823529413
2022-03-27;202213;124.0;124;124;124;0.9999816;108.4371;0;4;353470820221319685;2023-11-24;1.8382804;114352;20.4285714285714;91.5784571428571;0;1;2;74.6848142857143;58.9846792857143;25.1478171428571;29.4285714285714;94.0;34935;2022-03-27;2022;13;25.502985074626867;0.2;73.61538461538461;0.0;25.894666666666666;11.2;26.130000000000003;25.8;27.397058823529413;0.2;29.08985507246377
2022-03-20;202212;100.0;100;100;100;0.99998695;87.44928;0;3;353470820221219685;2023-11-24;2.029249;114352;20.8571428571429;82.5947822857143;0;1;2;65.6572838571429;53.474599;26.135989;30.0;65.0;34935;2022-03-20;2022;12;25.894666666666666;0.0;66.58730158730158;11.2;26.130000000000003;25.8;27.397058823529413;0.2;29.08985507246377;0.4;29.561194029850746
2022-03-13;202211;54.0;54;54;54;0.9846189;47.22261;0;3;353470820221119685;2023-11-24;1.5914791;114352;23.0;91.7800528571429;0;1;1;77.8354654285714;65.220076;26.4464285714286;29.4285714285714;32.0;34935;2022-03-13;2022;11;26.130000000000003;11.2;78.33333333333333;25.8;27.397058823529413;0.2;29.08985507246377;0.4;29.561194029850746;3.2;26.882474226804124
2022-03-06;202210;54.0;54;54;54;0.9999727;47.22261;0;1;353470820221019685;2023-11-24;2.6846814;114352;23.1428571428571;88.7404785714286;0;1;1;64.1496175714286;48.5927267142857;28.9285714285714;33.1428571428571;35.0;34935;2022-03-06;2022;10;27.397058823529413;25.8;67.55696202531645;0.2;29.08985507246377;0.4;29.561194029850746;3.2;26.882474226804124;8.200000000000001;24.627659574468087
2022-02-27;202209;35.0;35;35;35;0.9995553;30.607248;0;1;353470820220919685;2023-11-24;2.7545364;114352;22.8571428571429;83.5144308571429;0;1;1;62.8310724285714;50.777924;28.7066325714286;32.4285714285714;27.0;34935;2022-02-27;2022;9;29.08985507246377;0.2;66.43478260869566;0.4;29.561194029850746;3.2;26.882474226804124;8.200000000000001;24.627659574468087;20.8;22.919354838709676
2022-02-20;202208;14.0;14;14;14;0.8036481;12.242899;0;1;353470820220819685;2023-11-24;1.4135001;114352;23.2857142857143;81.929693;0;0;1;61.8062452857143;47.2606934285714;29.2321428571429;33.1428571428571;2.0;34935;2022-02-20;2022;8;29.561194029850746;0.4;63.95384615384615;3.2;26.882474226804124;8.200000000000001;24.627659574468087;20.8;22.919354838709676;12.8;25.5751677852349
2022-02-13;202207;10.0;10;10;10;0.7148895;8.744928;0;1;353470820220719685;2023-11-24;1.303277;114352;22.2857142857143;78.61559;0;0;1;59.668259;44.9540872857143;28.0803571428571;31.8571428571429;6.0;34935;2022-02-13;2022;7;26.882474226804124;3.2;63.83098591549296;8.200000000000001;24.627659574468087;20.8;22.919354838709676;12.8;25.5751677852349;11.600000000000001;24.859859154929577
2022-02-06;202206;13.0;13;13;13;0.88756764;11.368406;0;1;353470820220619685;2023-11-24;1.7033954;114352;21.0;85.02286;0;0;1;65.9537171428571;51.3845717142857;26.5714285714286;30.1428571428571;5.0;34935;2022-02-06;2022;6;24.627659574468087;8.200000000000001;68.15116279069767;20.8;22.919354838709676;12.8;25.5751677852349;11.600000000000001;24.859859154929577;54.0;23.0814371257485
2022-01-30;202205;5.0;5;5;5;0.14980951;4.372464;0;1;353470820220519685;2023-11-24;0.5749332;114352;21.4285714285714;95.7898028571429;1;0;0;84.2407827142857;69.081841;24.4375;28.0;1.0;34935;2022-01-30;2022;5;22.919354838709676;20.8;87.59375;12.8;25.5751677852349;11.600000000000001;24.859859154929577;54.0;23.0814371257485;47.800000000000004;22.985714285714284
2022-01-23;202204;5.0;5;5;5;0.27460515;4.372464;0;1;353470820220419685;2023-11-24;0.71449894;114352;23.8571428571429;81.7580178571429;0;0;0;65.200312;52.09646;28.2125;31.5714285714286;1.0;34935;2022-01-23;2022;4;25.5751677852349;12.8;70.69736842105263;11.600000000000001;24.859859154929577;54.0;23.0814371257485;47.800000000000004;22.985714285714284;;
2022-01-16;202203;14.0;14;14;14;0.99037784;12.242899;0;1;353470820220319685;2023-11-24;3.1531792;114352;23.4285714285714;82.3437772857143;0;1;1;65.3399797142857;51.2598284285714;27.7698414285714;31.2857142857143;3.0;34935;2022-01-16;2022;3;24.859859154929577;11.600000000000001;71.83333333333333;54.0;23.0814371257485;47.800000000000004;22.985714285714284;;;;
2022-01-09;202202;6.0;6;6;6;0.8496981;5.246957;0;1;353470820220219685;2023-11-24;1.9617013;114352;20.5714285714286;90.1386128571429;0;0;1;70.1112082857143;52.2564952857143;26.0446428571429;30.5714285714286;0.0;34935;2022-01-09;2022;2;23.0814371257485;54.0;82.76047904191617;47.800000000000004;22.985714285714284;;;;;;
2022-01-02;202201;3.0;3;3;3;0.61633193;2.6234784;0;1;353470820220119685;2023-11-24;1.2672882;114352;22.1428571428571;90.1746928571429;0;0;0;76.1832834285714;61.9394964285714;25.5932822857143;29.1428571428571;0.0;34935;2022-01-02;2022;1;22.985714285714284;47.800000000000004;88.01785714285714;;;;;;;;
2021-12-26;202152;4.0;4;4;4;0.7830405;3.497971;0;1;353470820215219685;2023-11-24;1.8204446;114352;21.5714285714286;86.6061035714286;0;0;0;63.5031007142857;47.0759834285714;26.9999998571429;31.2857142857143;4.0;34935;2021-12-26;2021;52;;0.0;;0.0;;0.0;;0.0;;0.0;
2021-12-19;202151;1.0;1;1;1;0.27192438;0.87449276;0;1;353470820215119685;2023-11-24;0.5322766;114352;21.0;73.6254924285714;0;0;0;54.5038274285714;40.1425541428571;27.590476;31.5714285714286;1.0;34935;2021-12-19;2021;51;;0.0;;0.0;;0.0;;0.0;;0.0;
